Wins,Public Favor,Allegiance Network_Strong,Survived
5,0.5269665880451148,0,0
4,0.5151346855738974,0,0
5,0.5429715392680029,0,0
9,0.6907566667857987,0,1
8,0.5366340752386154,0,0
7,0.6595629764309893,0,1
3,0.619173561339741,0,0
10,0.7849211562190449,1,1
4,0.4267191032775352,0,0
10,0.995064020049948,1,1
4,0.5935137969298333,0,0
7,0.7000501117286245,1,0
8,0.6532287332473141,1,1
10,0.8595458608427311,1,0
5,0.4621478098383739,1,0
7,0.6865907666291388,1,1
6,0.6672187550276787,0,0
5,0.5815797935385653,1,1
5,0.5124724952591064,1,0
5,0.5842876855977311,0,0
7,0.6205768932874943,0,1
13,0.8410255242196205,1,0
16,0.8612095934644887,1,1
6,0.5758199999776782,0,0
5,0.5527016646626454,0,0
8,0.6849571650936194,1,0
9,0.7949244591379704,1,1
12,0.666941051966426,0,0
16,0.8327280728491462,1,0
16,0.7442458138826338,1,1
3,0.4568022110522592,1,0
8,0.8003395640384551,1,0
6,0.6668112761148957,1,1
6,0.5864881065477381,0,1
5,0.5885547777003128,1,0
8,0.7046406489653745,1,1
7,0.6100904281441648,1,0
9,0.8831214774001901,1,1
7,0.7776439041041352,1,1
11,0.8143986913250668,1,1
4,0.6447591922764657,0,0
6,0.5578570389157413,1,1
12,0.7992656664419089,1,1
4,0.6120446234928669,1,1
6,0.6988572518557559,0,0
8,0.7146742382105703,1,1
6,0.7549583790014891,1,1
7,0.6998369113103982,0,1
6,0.5832052534057525,0,0
2,0.4248090594142795,0,0
5,0.5685648234832861,0,0
7,0.5854084494728042,0,1
9,0.8364122796867002,1,1
12,0.8948387572832688,1,1
6,0.7294856487724711,1,0
11,0.8396526309403664,1,1
11,0.8441908626292625,1,1
7,0.6861893346209805,1,1
15,0.9293804165036004,1,1
14,0.8950581503050719,1,1
6,0.6694272732956764,0,1
7,0.6249545222992122,0,0
6,0.7008869040129112,1,0
6,0.6579767353710033,0,1
5,0.6827636530822604,0,0
4,0.5598423494129666,0,0
6,0.6924645171228084,1,1
8,0.724301304948492,1,0
8,0.7672811408551989,1,1
4,0.5745547031697587,0,0
7,0.6585533068124495,0,0
7,0.8171013345325782,1,1
10,0.8813016891005662,1,1
10,0.7621096860489114,1,1
7,0.7316213587599498,1,1
4,0.7192664802719884,1,0
3,0.5348304193793397,1,0
6,0.6602230942591113,0,0
8,0.7410311567991451,1,0
19,0.960553968308707,1,0
10,0.6958429072078526,0,0
9,0.6002375606586892,1,0
4,0.5146361324681112,0,0
16,0.989885916411542,1,0
2,0.5287583487366828,1,0
4,0.7140944427951195,1,0
5,0.5991025940552863,1,1
10,0.8165749651104611,1,1
9,0.8494889528444988,1,0
8,0.8038169535634219,1,1
1,0.3618026468880106,1,0
14,0.7758751684022014,1,0
10,0.7788088834578406,1,1
9,0.7716726196541743,1,0
9,0.7518779149916681,1,1
10,0.8339667627243207,1,1
6,0.6388541799889607,0,1
7,0.7595035941542914,1,0
8,0.7753720703936768,1,1
8,0.6886453725662373,1,1
5,0.5835710737283226,0,1
0,0.3581041446973879,1,0
7,0.9017708037163862,1,1
6,0.5967896375470351,0,0
9,0.7945470578717545,1,1
4,0.4574436042235941,1,0
0,0.3392158672479093,1,0
11,0.5201036258767017,0,0
10,0.6079572862114737,0,0
8,0.6854015696185959,0,1
10,0.8904433665355631,1,1
7,0.7785369556643391,1,1
4,0.6091283109537406,0,0
11,0.8858144969885872,1,0
6,0.7210563581258371,1,0
5,0.5212136262022997,0,0
5,0.5669101373190782,0,0
4,0.4313387879561281,0,0
4,0.5150464056605095,0,0
6,0.6207113021494656,1,1
5,0.5068570876524483,1,0
16,0.7809739320169063,1,0
10,0.7481131207969065,1,1
7,0.5991756618682996,0,0
8,0.7945929571954179,1,0
10,0.8307090733091348,1,1
8,0.723144026698982,1,0
11,0.7724867899859366,1,1
13,0.918364065896486,1,1
7,0.8170606854028996,1,1
9,0.6762579054390263,1,1
5,0.629164080391762,0,0
6,0.706757910829681,1,1
3,0.5034896221169007,1,0
10,0.971677373432962,1,1
12,0.8612034202503409,1,1
10,1.0537613493289808,1,1
5,0.6011793629127131,0,0
4,0.6215110977679641,1,1
6,0.6131515597248126,0,0
10,0.6959983828037609,1,1
7,0.7244779443275705,1,1
4,0.5298369156151861,0,0
10,0.7595452784448485,1,1
15,0.7546793493877731,1,1
8,0.7180226235882448,1,0
10,0.7180624606124729,1,0
4,0.581708250337395,0,0
6,0.6566259269319266,1,1
4,0.5778267680176844,1,1
9,0.7435390838470307,1,1
15,1.019331498392064,1,0
11,0.8492661455926204,1,1
5,0.5579771658774846,0,0
7,0.6198777616650913,1,1
6,0.6471067296597339,0,0
3,0.565685605067909,1,0
5,0.6915986259230568,1,1
9,0.6363775406463592,0,1
4,0.7500972608825189,1,0
5,0.6930328377735311,1,0
6,0.6000269037844415,1,1
6,0.6043651491101517,0,0
4,0.5908464671253968,0,0
6,0.5813040673918007,1,0
6,0.7437310615873104,1,1
5,0.5994948296812949,0,0
5,0.6625603517212811,1,1
5,0.6190123003561169,0,0
3,0.5872850285347669,0,0
11,0.8304493732544981,1,1
7,0.6218976530048177,1,1
19,0.8244299806849489,1,0
6,0.7067887583476027,1,0
6,0.8118011964014807,1,0
10,0.8229533448075667,1,1
7,0.7000179159765018,1,1
3,0.4603014404135664,0,0
8,0.7933577596717416,1,1
5,0.583152316750332,0,0
9,0.7647932513148075,1,1
4,0.652080083530954,0,0
7,0.5440963094396539,0,0
9,0.8018139817146546,1,1
6,0.6369589758807489,0,0
5,0.5504036794429438,0,1
2,0.5363537851188047,1,0
1,0.4389965329246074,1,0
9,0.757642199536963,1,1
7,0.8115829673155143,1,1
11,0.9281553504552804,1,1
7,0.6038146210310156,0,0
3,0.454506416627248,1,0
9,0.6056392615053977,0,0
8,0.5918085198062242,0,1
2,0.5177433225190367,0,0
5,0.5632239796933409,0,0
8,0.7041888861523329,1,1
5,0.5844772189311459,0,0
11,0.7697297810889394,1,1
9,0.8165268615166339,1,1
2,0.5446416979652259,0,0
3,0.5823671433076343,1,0
7,0.7883296852202432,1,1
8,0.6125934562810917,1,1
10,0.8189906638419086,1,1
8,0.7935653603996028,1,0
3,0.5355238598984918,0,0
8,0.6821743772418873,1,1
6,0.6351087733793473,1,1
7,0.6248601992375736,0,1
4,0.5069619098163565,0,0
7,0.7151846135138459,1,1
11,0.7131487864682249,1,1
9,0.8658480674722634,1,1
9,0.7568735040375733,1,0
1,0.3949675453977135,0,0
10,0.8632999176748575,1,1
3,0.4439411449084334,0,0
4,0.4985758878858499,0,0
2,0.6059724956793373,1,0
9,0.7380912441937566,1,0
6,0.5335531763780951,1,1
11,0.8601797769154497,1,1
5,0.6170410892862902,0,1
5,0.4954660164146672,0,0
7,0.749333704831552,1,0
5,0.5087483290352475,0,0
6,0.6678892271068981,1,1
13,0.7510512118907998,1,0
4,0.6102947745881574,1,0
6,0.4614714594272098,0,0
15,0.9002335908700136,1,1
9,0.7592892428239401,1,0
11,0.6924848467972047,0,1
4,0.5950128738793724,1,1
7,0.5870505080651659,0,1
10,0.7714356526980573,1,1
8,0.716338995746495,1,0
6,0.7247697018379463,1,1
3,0.5566805004439478,0,0
3,0.5530935919457196,0,0
10,0.6576321532932473,0,0
13,0.9888801447246386,1,0
8,0.6914295849171217,1,1
9,0.8805582681794542,1,1
3,0.4374331520122141,1,0
13,0.683460479506469,0,0
6,0.5895451349875266,0,0
7,0.6422193759752614,0,1
5,0.7210432185486872,1,1
9,0.6946697024590598,1,1
4,0.5731896694755367,0,0
7,0.6508051492786847,0,0
4,0.5843490981655044,1,0
5,0.4438585517112645,0,0
10,0.8831693644439412,1,1
11,0.6395104147182326,0,0
5,0.5536169968644484,1,0
9,0.8733912404587991,1,1
11,1.000997439550272,1,0
9,0.8836175422318395,1,1
2,0.4829923206570193,0,0
2,0.540736781468743,1,0
4,0.5666546489771013,0,0
9,0.7704145158510224,1,1
9,0.8513320158365435,1,0
7,0.7653997875846347,1,1
5,0.6523414245897312,0,0
5,0.5537646399458453,0,0
7,0.8486610981182557,1,0
6,0.5832681912171658,0,0
15,0.8827262000648943,1,1
11,0.8509178703416473,1,0
10,0.7224537316068075,1,1
6,0.694647266835271,0,1
8,0.7898826868997001,1,1
11,0.7637393513579575,1,1
11,0.6426293612754925,1,1
6,0.6516203633265882,1,1
9,0.7968672544327983,1,1
9,0.8525167107656282,1,1
6,0.6679019670951,0,0
6,0.657067189957192,0,1
6,0.6747943710010839,1,1
6,0.5527215124016589,0,0
5,0.6097887283404985,0,0
10,0.7837632249737473,1,1
3,0.6293022523107431,0,0
9,0.8352140377042068,1,1
6,0.7388474297712652,1,1
11,0.90448020651634,1,1
15,0.9614041365947856,1,1
9,0.7818414819213458,1,1
10,0.6840896700246633,1,0
4,0.6681049938333371,0,0
8,0.7065608245141887,1,1
6,0.6997364990194634,1,1
11,0.7617285570814222,1,1
11,0.5566717441306689,0,0
9,0.8195970507264102,1,1
10,0.6775966837242647,1,0
3,0.4764106718557866,0,0
4,0.5518013470858403,0,0
4,0.5126931720652964,0,0
8,0.7517412739481194,1,1
6,0.692731000867397,1,1
9,0.7346737226962211,1,1
9,0.7217698617591385,1,0
6,0.6450372744396126,1,0
5,0.6379373399380305,1,0
3,0.536147628401492,0,0
6,0.6803658811005258,0,1
5,0.5241894081740477,0,0
9,0.6969058200437878,0,0
12,0.8724648422176163,1,1
9,0.8133885840097277,1,1
8,0.6493902476831762,0,1
8,0.6671984886687744,0,1
7,0.6865846583701659,0,0
8,0.8248652310166311,1,1
12,0.7818202524472422,1,0
6,0.5164148379771578,0,0
13,0.879635471029578,1,1
9,0.86740293551692,1,1
9,0.7964371452033672,1,1
4,0.404328285254516,0,0
5,0.6454715640275507,0,1
8,0.6572973804413862,0,0
10,0.7694228018876853,1,0
5,0.5810080350128203,0,0
3,0.5590344383996297,0,0
8,0.5995951805361027,0,0
2,0.4951785004650609,0,0
9,0.8418657861286846,1,1
5,0.6622554589237215,1,0
7,0.7049620022012735,1,1
9,0.818924070682392,1,1
11,1.0643128445340884,1,1
6,0.5934245336948408,0,1
15,0.8985888053949111,1,1
2,0.4887777193596249,0,0
13,0.9316707003284588,1,1
4,0.5420749117708347,1,0
11,0.7785639475672178,1,0
10,0.7118876582845878,1,1
9,0.8476428622667375,1,1
7,0.6299515622059745,1,1
12,0.8514403028746126,1,1
7,0.6461186038104045,1,1
5,0.6287984086283728,1,0
7,0.5279208720866938,0,0
16,0.8118653412239355,1,0
5,0.540580151794818,0,0
12,0.9034829484715022,1,0
11,0.7749640560884236,1,1
12,0.959978124364262,1,1
5,0.6295566035213976,1,1
7,0.6765164026769777,0,1
10,0.8298305019927729,1,0
8,0.7170278494657393,1,1
10,0.686805172579137,1,1
19,0.9026658098471546,1,1
6,0.6233786561190324,0,0
11,0.8332461057030224,1,1
8,0.7256278831223104,1,0
10,0.7740780463627635,1,1
7,0.6856725799150414,0,1
7,0.752800930080098,1,1
6,0.592119964249055,0,0
8,0.7731411283697193,1,1
7,0.6161693749834259,0,0
10,0.7897751727433332,1,1
9,0.8224792299067868,1,0
7,0.7766316962727531,1,0
10,0.8896092150713465,1,0
4,0.4693801588193243,0,0
14,0.904002942837174,1,0
13,0.8327965685421604,1,0
12,0.7294184946329981,1,1
6,0.6299695972425556,0,1
4,0.5340189898669345,0,0
6,0.5957614588090168,0,0
5,0.6191618181148101,1,0
7,0.8240353396805473,1,1
9,0.6981526304525167,0,0
10,0.8665247230325639,1,1
15,0.7987751934152987,1,1
6,0.577645687128943,0,0
12,0.8789629542129259,1,0
4,0.5374600197733213,1,1
13,0.7726056677438918,1,1
2,0.5132161199775565,0,0
4,0.5026397913896077,0,0
4,0.5527688245993334,1,1
1,0.457400592105668,1,0
10,0.8230521868315475,1,0
16,0.9972411166862462,1,1
9,0.6774732361123232,1,1
2,0.4943467581415181,0,0
9,0.6645755795967363,0,0
8,0.6364803740668061,0,1
8,0.5318447496554045,0,0
5,0.624884848607649,0,0
7,0.6295698905344954,1,1
8,0.5768047922416759,0,0
14,0.9310015248699116,1,0
4,0.6103518385113451,1,0
9,0.7888588029114716,1,1
3,0.5300846592087304,0,0
10,0.8640365644962777,1,0
3,0.6255066676751738,1,0
7,0.530042289666003,0,0
5,0.5692804414587185,0,0
6,0.5638021216242001,0,1
4,0.5087270009579733,0,0
8,0.6827680496813499,0,1
5,0.5292306234849818,0,0
11,0.8370076510581864,1,1
7,0.6707481965089066,1,1
13,0.6034118982476799,0,0
12,0.8634594834284417,1,1
5,0.6248258719952194,0,0
4,0.4760352516330393,0,0
13,0.8237153633047095,1,0
9,0.8329164956658817,1,1
6,0.5926480825757661,0,0
3,0.6024114201977777,0,0
6,0.6122516570128645,1,0
9,0.5792375530623167,0,1
8,0.6819997256922701,0,0
13,0.8044842761691297,1,1
15,1.008497600769362,1,1
5,0.6449265955538863,0,1
7,0.5837942947790772,0,0
6,0.600191430014851,0,0
4,0.5315544697980796,0,0
9,0.7512855152356533,1,0
11,0.6879160624542707,0,1
8,0.7472023834361726,1,1
12,0.7616513151975801,1,0
15,0.8141451357766899,1,1
5,0.5990179692391143,1,1
1,0.477056178670958,0,0
10,0.8493638431493195,1,1
10,0.5150504500684732,0,0
11,0.9493156442657704,1,1
13,0.7724990127240926,1,1
5,0.6312427383654801,0,0
13,0.8069225003423249,1,1
7,0.6419500207715994,0,0
10,0.8381931151887618,1,0
13,0.8931904632008565,1,0
13,0.5954733598674338,1,0
3,0.4587818239454894,0,0
11,0.8201655143658363,1,0
8,0.7151068217330997,1,1
5,0.6126555333019301,0,0
10,0.7351812287906578,1,1
5,0.4840541044276657,0,0
10,0.7189043935898772,1,1
10,0.8850069754793826,1,1
5,0.6636604683608193,0,0
10,0.89233083598295,1,1
6,0.49019425195048,0,0
9,0.8024838853333781,1,1
19,0.8100563361485561,1,1
4,0.4394930927411861,0,0
4,0.5366879663798493,0,0
4,0.5491522704056535,0,0
8,0.7511649141171642,1,1
8,0.723383107106504,1,1
6,0.7484151978081386,1,1
4,0.6245919349887293,0,0
4,0.696321202251959,0,0
3,0.5378476006903958,1,0
12,0.838996236476579,1,1
3,0.525989703549009,1,0
13,0.7272231718493369,1,1
5,0.466288058178723,0,0
7,0.6970385896019602,0,1
3,0.4908926688513816,0,0
20,0.8842139281962292,1,1
5,0.6537924171480028,1,1
10,0.8903452769021323,1,1
9,0.631826987746872,0,0
10,0.8713160801101629,1,1
4,0.5749007480013386,0,0
5,0.5842147259314523,0,0
4,0.5916221299977605,0,0
5,0.6329741971459463,0,0
7,0.7177207879227129,1,1
17,1.0126446507835831,1,1
22,0.8253102689369782,1,0
8,0.7392301279826703,1,1
10,0.7761756443800447,1,0
4,0.6010874179439311,0,0
2,0.5456178915209915,0,0
9,0.5750520445205252,0,0
13,0.8868963596450304,1,1
10,0.8693776036320375,1,0
6,0.6687779655398929,1,0
4,0.6044340076835998,0,0
3,0.5477715574430462,0,0
6,0.6482288890345896,0,1
6,0.625991746384591,0,0
7,0.6556067610509034,0,0
4,0.547022309278722,0,0
3,0.5523616354175372,0,0
2,0.4709161938083962,1,0
6,0.607641404600322,1,0
8,0.7167473693540989,1,1
10,0.7787375833618146,1,1
5,0.6009529745004726,0,1
2,0.4360811290937026,0,0
6,0.590862799459644,0,1
5,0.5697386748064479,0,0
9,0.8135507052313513,1,1
5,0.6440388984712251,0,0
11,0.6296042647043572,1,1
7,0.681767173554112,0,0
5,0.6887587419378697,0,0
7,0.8827631161619223,1,1
7,0.6451982264180869,1,0
9,0.8351538363957961,1,0
7,0.92403444997545,1,1
3,0.5864290400693752,0,0
6,0.7906163058004965,1,0
8,0.8023393274039243,1,1
9,0.7257767765010483,1,1
9,0.7438585336449312,1,1
15,0.8626983008589867,1,1
8,0.7503527378303771,1,0
10,0.7226028481408125,1,0
8,0.7567332809038605,1,1
4,0.5972955809174625,0,0
9,0.9590213405222868,1,1
6,0.6940314459813591,0,1
6,0.5548365458767993,0,0
7,0.6185360674926031,0,0
5,0.5634987946208434,0,0
10,0.7566134153725612,1,1
6,0.7478341618049125,1,1
12,0.6972682449305705,0,0
5,0.5777101954371722,0,0
10,0.8218176968094185,1,0
9,0.793840407141445,1,1
9,0.7062943333291851,1,1
9,0.494272955030713,0,0
5,0.6626444328945479,0,1
4,0.4843693476786658,0,0
4,0.5496202719142973,0,0
6,0.5354174848080221,0,0
14,0.9543244065255804,1,1
15,0.8049399995118726,1,1
8,0.6472389459379281,0,0
9,0.7430203532677779,1,1
13,0.7286965652753429,1,1
13,0.7369043171259724,1,0
8,0.6509340151774298,0,1
3,0.500902098340148,0,0
12,0.8312922625413628,1,1
12,0.7865671471394108,1,1
5,0.6897401544303133,1,1
3,0.4687066304731277,1,0
9,0.9099763823831544,1,1
13,0.9264513246801872,1,1
7,0.5953044196410071,0,0
6,0.7195350196826003,1,1
10,0.6826948933903592,0,1
8,0.706538030121549,1,0
4,0.5766363969221461,0,0
9,0.7119117994714578,1,0
14,0.7920157826727465,1,1
15,0.8001517173624226,1,1
8,0.6488290171035276,0,1
7,0.5458105871039233,0,0
8,0.7975218510181663,1,1
19,0.9214200180956426,1,1
9,0.542776105430563,0,0
2,0.4377080225446239,0,0
8,0.7935114786719611,1,1
12,0.6028382011377851,0,0
11,0.6966442717229516,0,1
6,0.5723817212302253,1,0
15,0.9552970359393664,1,1
2,0.4770118249860938,1,0
7,0.6834247004082304,0,1
19,0.8960778248881315,1,1
5,0.7116351484406311,1,1
8,0.8594818663195086,1,1
5,0.6555647969630092,0,0
8,0.66671819482312,1,0
12,0.5900052524372065,0,0
4,0.4356955153306839,0,1
8,0.925950309287954,1,0
6,0.6566550667517231,0,0
4,0.537130192044457,0,0
18,0.8613378415764508,1,1
12,0.9073417687809708,1,1
4,0.505069027854668,1,0
2,0.4568285515756697,0,0
9,0.8005533948347143,1,1
5,0.6887438229770155,0,1
10,0.8795503691668137,1,1
9,0.6024509401623206,1,0
13,0.8535096080898698,1,1
8,0.6634301608393802,0,1
0,0.3666428502428304,0,0
11,0.6531292427092209,0,0
13,0.9551855503037904,1,1
3,0.5124455193576922,1,0
7,0.6669078099218949,0,1
6,0.553587464158095,0,0
8,0.6947346642288644,0,1
8,0.7121020454094467,1,1
3,0.468988514582656,0,0
12,0.8404383615036074,1,1
6,0.6457099990152884,0,0
11,0.5777263079052869,1,1
10,0.8096775848836109,1,1
15,0.9069777142311656,1,1
1,0.4822930169314157,0,0
11,0.9388094771254534,1,1
8,0.6560924887171734,1,1
12,0.9047877677619672,1,0
12,0.8675841114278674,1,1
4,0.5257081732595843,0,0
8,0.7241661919199702,1,1
4,0.5867255004644049,1,0
8,0.7990145012424621,1,0
10,0.8613989584896282,1,1
3,0.5546955214894935,0,0
11,0.8028862267261412,1,1
7,0.6747902690539943,1,1
8,0.619495853338671,1,0
7,0.6089417679454836,1,0
9,0.5357550416846518,1,1
9,0.7040849642648408,1,0
6,0.7700119268239524,1,1
9,0.6357109279478226,0,0
10,0.7271999747478564,1,0
10,0.9925292417151834,1,1
7,0.7003387299449649,1,1
8,0.7477619778640642,1,1
14,0.6491510305932656,0,1
6,0.720208135742413,1,1
6,0.6341024089617419,1,1
3,0.5027197833640944,0,0
10,0.753948194533054,1,1
7,0.5716000199562822,0,0
9,0.7817597394972585,1,0
10,0.7363839216042385,1,1
5,0.630635925826356,0,0
12,0.8987882300288039,1,1
13,0.8948700738044485,1,1
7,0.8064214244637445,1,1
9,0.7991921435678664,1,1
11,0.8404091915797862,1,0
12,0.9495937728548272,1,1
7,0.7429483225990002,1,1
16,0.9126106257107784,1,0
6,0.6149684366887873,1,1
11,0.92940647566058,1,1
3,0.6491613710363355,0,0
4,0.348970775141331,0,0
9,0.8575341455306634,1,1
4,0.58881377107003,1,0
11,0.7592789491210076,1,1
5,0.7469646470091968,1,1
8,0.7511543497747486,1,1
5,0.5877902734242427,0,0
6,0.5954914436031713,0,0
5,0.5594854529716672,1,1
5,0.6332007541156135,0,0
13,0.8979225298490552,1,0
11,0.919046639316406,1,1
7,0.7168683595469221,1,1
9,0.6933922527646154,0,0
2,0.5620139328256545,0,0
6,0.6545807636580425,0,1
12,0.8724549876170739,1,1
12,0.8045985686045886,1,1
13,0.8099962359501913,1,1
6,0.6361716989556121,0,0
12,0.6567083503469866,1,0
4,0.6409655595904207,1,0
9,0.5223575604391089,1,1
9,0.8341131516290881,1,1
3,0.6364077868321223,0,0
6,0.6588477113988459,0,0
6,0.5671964053507232,0,0
9,0.7419344471285004,1,1
10,0.7405217177268945,1,1
10,0.8822053648197089,1,1
10,0.766596885811737,1,0
11,0.5146122807117749,0,0
10,0.879151556578727,1,1
2,0.5322438013049532,0,0
21,1.0110739424861714,1,1
4,0.4793301280482593,1,0
9,0.6786791090084091,1,1
4,0.5346138284940501,0,0
7,0.6721663895178182,0,0
9,0.6597788408686793,1,1
9,0.7029412991143047,1,0
3,0.5802501262297186,0,0
9,0.8235117752348553,1,1
3,0.4751439675492523,0,0
3,0.4423304613491312,1,0
13,0.8843427304473573,1,1
13,0.9020941895814918,1,1
7,0.8460214378850119,1,1
8,0.7779902407164605,1,1
8,0.715124997848331,1,1
5,0.5165849010301291,1,0
7,0.7323684725145182,1,1
8,0.6573077811008625,0,1
8,0.8079162676778747,1,1
3,0.4798018406173778,1,0
8,0.6861339283939788,1,1
6,0.5735573750509105,0,0
7,0.6950884387244542,1,0
4,0.6188531242129351,0,0
6,0.5727576107690545,0,0
6,0.70266063212877,1,1
11,0.8899115373827369,1,0
8,0.6482219392157604,0,0
10,0.6618775472509791,0,0
6,0.557931137967441,0,0
8,0.7151720255734612,1,1
7,0.6149351067198664,0,1
10,0.7541672883547287,1,1
11,0.6062106736590543,1,0
1,0.5271661153567894,0,0
6,0.7026201108825756,1,1
9,0.6191635996405361,1,1
8,0.6685551847919048,0,1
5,0.6594838903772432,0,1
9,0.7737483342589677,1,1
5,0.6898872032078436,0,0
9,0.5488896609376285,0,0
2,0.4792253701367431,0,0
4,0.5311157389103717,0,0
8,0.7850947705145316,1,1
5,0.5283207375360522,1,0
5,0.4920243423434877,0,0
8,0.6156575480337109,0,1
13,0.901657814220468,1,0
8,0.7242072123185851,1,1
4,0.587025367388826,0,0
10,0.9027333795738378,1,1
13,0.886332823000404,1,1
6,0.6665832896328597,0,0
10,0.6234641708202607,1,1
8,0.6984600260391953,0,0
8,0.8759158137595894,1,1
4,0.5936578177958658,0,1
3,0.5039891288357053,0,0
3,0.587665345319774,0,0
10,0.931193875537301,1,1
12,0.816072686993676,1,0
3,0.5896009878620752,0,0
5,0.6150673885111848,1,0
6,0.5747507417504447,0,1
8,0.9091150905788622,1,1
2,0.6291217340339302,0,0
6,0.62345312908983,1,0
9,0.8240475557841345,1,0
10,0.7325511469682194,1,0
11,0.8483248924433856,1,1
8,0.7510985399932882,1,0
9,0.6900874489821276,0,0
10,0.6944817912086518,0,0
7,0.7920481002761629,1,1
5,0.4661874161930748,0,0
4,0.570319300579156,0,0
3,0.5635248527938335,1,0
5,0.7018536326867083,1,1
8,0.8316464423332411,1,1
9,0.971326897876342,1,1
8,0.7947950712872224,1,1
9,0.6312430902220265,1,1
10,0.8668056305432499,1,0
6,0.5990665166065157,0,0
8,0.7546780124134344,1,1
13,0.8406785213111162,1,0
3,0.7088433477532848,1,0
3,0.4926037746993756,1,0
4,0.6230912803830938,0,0
3,0.4909170259605598,0,0
6,0.5828880307517208,0,0
4,0.6900104261339786,1,1
16,0.9167568700222856,1,1
8,0.6857181266881909,0,0
11,0.734488227144375,1,1
9,0.4345315200149197,1,1
5,0.5927074536697718,0,0
5,0.637497652115854,0,0
16,0.8787545996227026,1,1
4,0.6388331662010572,0,0
4,0.6531058690159638,1,0
7,0.5647232792090895,0,1
5,0.621844802587139,0,1
7,0.7172836961364362,1,1
9,0.6638828563779775,1,1
6,0.7358395107348961,1,1
9,0.6828713821372793,1,0
7,0.6702817810047668,1,0
11,0.760052422824639,1,1
9,0.5126680064558756,1,1
10,0.7682242665088261,1,1
3,0.4784144737635841,0,0
8,0.6941527656521982,1,1
9,0.6968371929659157,1,0
8,0.7328337499859773,1,1
6,0.5905029293062314,0,0
8,0.7362752814563588,1,0
7,0.7861107364898058,1,1
12,0.9936807873855033,1,1
7,0.7270401678102549,1,1
4,0.6845797647752969,0,0
7,0.7677107850763335,1,1
12,0.8003819944786905,1,1
5,0.6248996168953764,0,0
16,0.96104947350562,1,1
8,0.7470667492677979,1,1
5,0.5817710651083938,0,0
6,0.6620632908398025,0,0
6,0.5895467606410464,0,0
5,0.5539544821241756,0,0
11,0.7719299053366835,1,1
10,0.8569470906679004,1,1
9,0.8321722721789263,1,1
8,0.8173353014209047,1,0
3,0.66716341804592,0,0
5,0.4985122063898706,0,0
8,0.7794571854239799,1,1
4,0.6514835508436757,0,0
7,0.7532260331429537,1,1
9,0.8971507672932725,1,1
7,0.7057806520507569,1,0
6,0.5967850425475002,0,0
5,0.5218360824090416,1,0
8,0.6448063047213284,0,1
5,0.5694232838194805,1,1
4,0.6730127932040287,1,0
13,0.7858192707850733,1,1
9,0.9038667179401484,1,1
9,0.8324868262770011,1,0
4,0.5606623299116452,0,0
12,0.8663958688825757,1,1
7,0.7238396697578869,1,1
6,0.6478734153723749,1,0
5,0.7339121012440297,1,1
3,0.5809489317165342,0,0
8,0.5812727469060356,0,0
6,0.6042645592379446,0,0
11,0.8331471064196765,1,1
12,0.6949099143571691,1,0
6,0.5966237892921846,0,0
7,0.7929238747735003,1,0
7,0.7696561133918808,1,0
3,0.444023615197378,0,0
9,0.5654280232980118,1,0
9,0.9103752574277072,1,1
11,0.7283435570581682,1,1
9,0.890848853540275,1,1
10,0.6653550174653902,0,0
7,0.6341076086547441,1,1
1,0.4560014746537184,1,0
18,0.994339703570509,1,1
6,0.6795121732805364,1,1
16,0.9206690651484478,1,1
13,0.8921822455223163,1,1
8,0.7526471209588488,1,1
8,0.7678453375893458,1,1
20,0.9038511056489396,1,1
11,0.7465836960059692,1,1
14,0.8214128809697026,1,0
9,0.7779019931223576,1,1
6,0.7787230307040907,1,1
5,0.5029081729795184,0,0
2,0.4722476796772689,0,0
4,0.4597980218186643,0,0
1,0.4099093109560552,0,0
9,0.7265211869324836,1,1
9,0.7273589293055193,1,1
7,0.6226315030378605,1,1
1,0.5051210244723653,0,0
8,0.6585459363107802,0,1
13,0.89544762589245,1,1
11,0.5695446497792045,0,0
8,0.6186961738929625,0,0
6,0.6767636347815886,0,0
17,0.8144673035942526,1,1
2,0.4779301972930068,0,0
10,0.7529726816360575,1,1
14,0.8644029282939429,1,1
6,0.549477460203878,0,1
9,0.9503028143120374,1,1
4,0.5739511476555604,0,0
7,0.6624546594757393,0,1
11,0.9101131473174776,1,1
5,0.5434429730747417,1,1
4,0.5222614257098739,0,0
9,0.8332298014649993,1,0
5,0.550499852587602,0,0
4,0.6496036947301483,0,0
9,0.7718846828324528,1,1
8,0.7600383312311145,1,1
11,0.905311149859388,1,1
12,0.7152251551158921,1,0
11,1.1180640454755466,1,1
6,0.6641195391573382,1,0
3,0.5444270678209882,1,0
12,0.8105137251569642,1,1
6,0.6464939517786729,0,0
2,0.4692302891804554,0,0
3,0.4833648238513723,0,0
6,0.6450207549082324,1,0
7,0.8807436596651596,1,0
11,0.7184257688413007,1,0
7,0.715036356848844,1,1
1,0.5031456504707101,1,0
6,0.5552258086129053,0,0
4,0.6515499297417696,1,1
5,0.5440675640775067,1,0
15,0.8590941930630566,1,1
4,0.5821052519407074,0,0
7,0.6276802071835608,1,1
6,0.6256363636149282,0,0
9,0.7361712747228091,1,0
7,0.5971939114491477,0,1
8,0.7088227564972097,1,1
10,0.7696398838030428,1,0
6,0.6833108523454043,1,1
8,0.663264795634331,0,1
