Wins,Public Favor,Survived,Allegiance Network_Strong
16,0.92392393238683,True,1
5,0.5357617446115124,False,1
6,0.7633037456026984,True,1
11,0.8528161967929161,True,1
8,0.7479296822134487,True,1
12,0.8852126517691693,True,1
8,0.8061124232234663,True,1
10,0.8956232939335869,True,1
5,0.641557458050362,True,1
5,0.677142445459826,False,1
12,0.917112619564087,True,1
2,0.4447698200168976,False,0
8,0.6405791076465279,True,1
5,0.5653019744947007,False,1
13,0.9542410346180028,False,1
9,0.6965358048412023,True,0
6,0.5680435868424741,True,0
7,0.7091100997998193,False,1
8,0.7364926243231448,True,1
3,0.6126158905349766,False,0
8,0.5589818129118602,False,1
9,0.9489086423587272,True,1
0,0.4208912687791846,False,1
2,0.4567642080744181,False,0
6,0.5159775409686211,True,1
8,0.7852638397976202,True,1
11,0.6871500069143097,False,1
10,0.7838009230366162,True,1
4,0.6024332978469402,False,1
5,0.6874929617159901,False,0
7,0.6540566348711894,True,1
8,0.7978391434060211,True,1
17,0.9132907882831456,True,1
7,0.5684622935916865,False,0
4,0.4898439779847556,False,0
5,0.6154339453611334,False,0
12,0.9506048416009176,True,1
4,0.4652523140226987,False,1
10,0.8134892660510186,True,1
7,0.7612681227515068,False,1
4,0.4152085314171616,False,1
7,0.6817653414652675,False,1
10,0.7258145598843848,False,1
11,0.905311149859388,True,1
11,0.9076455172722964,True,1
8,0.7534661134734729,True,1
3,0.4784144737635841,False,0
13,0.6462920638727718,True,0
6,0.5164148379771578,False,0
4,0.7465724602772569,False,1
6,0.7202432395910073,True,1
8,0.8033220440157451,False,1
7,0.8271908204212516,False,1
7,0.6999980926679845,True,0
13,0.8812501550487124,True,1
11,0.9019809960660125,True,1
6,0.6668112761148957,True,1
5,0.5668308989009303,False,0
5,0.623357388427599,True,0
11,0.5816637428995779,False,0
11,0.6587056162820398,True,0
11,0.9699875161954732,True,1
6,0.5895365683644666,True,1
3,0.6194096667361234,False,1
6,0.6509230872470402,False,0
9,0.7817597394972585,False,1
13,0.9305060178426824,False,1
13,0.8892328784893854,True,1
13,0.9390080640230752,True,1
4,0.5222614257098739,False,0
11,0.7270467083291482,False,1
14,0.8512825814816006,True,1
9,0.7119117994714578,False,1
6,0.6277630559402703,True,1
9,0.7745898742742593,False,1
10,0.6469246324551321,True,1
17,0.8242681992699166,False,1
9,0.8364122796867002,True,1
12,0.8692697501850186,True,1
10,0.7324853213425012,True,1
8,0.8494278395632054,True,1
5,0.7609852103345854,True,1
13,0.8962441760164199,False,1
5,0.5829745384637445,True,1
11,0.9874849359798932,True,1
13,0.972189499072797,True,1
9,0.7654135956210634,True,1
8,0.762497697314622,True,1
5,0.4694442501267982,False,0
10,0.8102345848307285,True,1
5,0.5455853943794865,False,0
8,0.8059385992300551,False,1
9,0.8101237720239076,False,1
4,0.5991039645403469,False,0
9,0.6645755795967363,False,0
2,0.3696944975431078,False,1
2,0.4683615715040019,False,0
5,0.4901924416512903,False,0
11,0.7558916167877537,True,1
7,0.7592260547095986,False,1
11,0.8009318203134423,False,1
10,0.698864536718674,False,0
4,0.5400807873230615,False,1
3,0.5322326658314749,False,1
5,0.5876434431470242,True,0
10,0.8951107512696479,True,1
5,0.5418380088445571,False,1
6,0.6727617035621084,True,0
9,0.8065839190563993,True,1
4,0.5458054402258765,False,0
9,0.7306193114474625,False,1
5,0.645265436568222,False,0
8,0.8944911427226738,False,1
10,0.7328075500279476,True,1
13,0.917796429427896,True,1
6,0.6485247392120503,True,1
7,0.5391172730291459,True,0
5,0.6612240265121936,False,0
10,0.7568585184996044,False,1
9,0.7573605433587771,True,1
10,0.7861537977050667,True,1
7,0.6089612443485756,False,1
7,0.6873175327866716,False,1
2,0.5826010347003856,False,0
9,0.7442371823677332,False,1
5,0.7047517190687353,False,1
5,0.5395907977029702,False,1
9,0.6575460175167401,False,1
12,1.017468479203528,True,1
6,0.6735661657118712,False,0
11,0.7421430302711205,True,1
14,0.902672618556154,False,1
8,0.6313995698139164,False,1
2,0.5539274902714769,False,1
6,0.6137495927783028,False,0
11,0.851462104398779,False,1
7,0.5092760838250645,True,0
9,0.757510613477394,True,1
11,0.8184300011709367,False,1
9,0.6044948119024521,False,0
9,0.6940743544727439,False,0
10,0.4970499778091025,True,1
3,0.5075422713923468,False,1
6,0.5415162829850243,True,1
11,0.844627716965815,True,1
5,0.5903043882472627,True,1
13,0.7775394834602397,False,1
10,0.6497597385102793,True,1
10,0.8032941760637213,True,1
10,0.6964627996489239,True,0
10,0.6618775472509791,False,0
5,0.5653204385759002,False,0
9,0.6576328077892166,True,0
14,0.812547209070641,True,1
4,0.609399744128744,False,0
10,0.8831693644439412,True,1
12,0.9099265308251576,True,1
4,0.5589171211634688,False,0
5,0.5955898248091186,True,1
8,0.7457573716087236,True,1
7,0.8089413263992631,False,1
11,0.8254200032937932,False,1
4,0.6807112961933915,True,1
6,0.6012677913605536,False,0
7,0.7276133924935645,True,1
9,0.7964571603867512,True,1
9,0.5713349704015086,False,0
6,0.6363371955531607,False,0
3,0.4484771975391113,False,1
4,0.557125834717293,False,1
21,0.8848478351721708,True,1
3,0.5441484842214152,False,0
8,0.7753720703936768,True,1
12,0.9088687012237892,True,1
7,0.6240499446176626,False,0
6,0.7586877980518723,True,1
6,0.553587464158095,False,0
18,0.843149127402823,True,1
7,0.5710216421788514,False,1
7,0.6952892998625883,False,0
7,0.782901742717953,False,1
9,0.6710317787593859,False,0
8,0.4585449986157616,False,0
14,0.8712767638914523,True,1
13,0.91184194305849,True,1
8,0.6033653958649494,False,0
3,0.4568022110522592,False,1
7,0.5858612739598493,True,1
7,0.5311866121523785,False,0
8,0.6563660356383557,False,0
6,0.7768478606575474,True,1
7,0.6997661271758188,True,1
11,0.831734326217988,True,1
6,0.5983133639282222,False,0
21,0.9376283800116468,True,1
6,0.6139389829411345,False,0
10,0.6595699431688313,True,1
6,0.5513371978001801,False,1
5,0.5572350755360248,False,1
5,0.659604064112841,False,1
12,0.7983647469451325,False,1
4,0.432375154558057,False,0
2,0.4544062921687137,False,0
7,0.5721713631425145,True,0
4,0.5126713712263926,False,0
18,0.7349231786392008,False,1
12,0.8308133845472164,True,1
4,0.478793381330806,True,1
3,0.587665345319774,False,0
8,0.7088227564972097,True,1
8,0.8342543547873394,False,1
8,0.786697408643053,True,1
10,0.8334692668088934,True,1
5,0.568635790485246,False,0
10,0.5359299371115349,False,1
7,0.5397237315943023,True,0
4,0.4498374114119919,False,0
12,0.8344352059098447,True,1
9,0.813006368785807,True,1
7,0.7072017948763006,True,1
10,0.9103179247822925,True,1
8,0.5570567678589025,True,1
9,0.7937288180575107,True,1
15,0.7562357076033395,True,1
10,0.9235425237265242,True,1
10,0.8091830317362507,True,1
11,0.8614517776003784,True,1
7,0.6649122486834894,False,0
8,0.7857760710926986,True,1
15,0.960850753346117,True,1
5,0.5852618005916066,False,0
14,0.8504584322821165,True,1
3,0.4587818239454894,False,0
6,0.6621310080737576,True,0
10,0.8384151574662653,True,1
12,0.7818202524472422,False,1
2,0.4745509646957955,False,1
1,0.4286727950496533,False,1
3,0.3139661940110311,False,1
11,0.9143310536301452,True,1
9,0.6582340934409054,True,1
2,0.550595617729046,False,0
4,0.5405071929954886,True,1
13,0.7940600632890257,True,1
18,0.877704759278714,True,1
14,0.8778901067438353,False,1
11,0.8951957172020446,True,1
12,0.8369996317356267,True,1
7,0.6161693749834259,False,0
9,0.8005533948347143,True,1
5,0.5366803489541941,True,1
7,0.6142387417472776,False,0
8,0.7109954262942069,False,1
9,0.8811093205377313,True,1
4,0.5705193053265057,True,0
9,0.5126680064558756,True,1
10,0.8958792377654053,True,1
10,0.6816884911686605,False,1
7,0.7642611863890704,True,1
5,0.5668322118981247,True,1
6,0.5659759739851216,True,0
4,0.5272598399727042,False,0
7,0.7597923548533352,False,1
6,0.5278269361327407,False,0
3,0.5410143622303728,False,0
11,0.7193023901152508,True,1
4,0.5979493479142649,False,0
11,0.5146122807117749,False,0
12,0.676547288898051,True,1
6,0.7082967071988986,True,1
2,0.6244383861024945,False,1
6,0.6694272732956764,True,0
13,0.6761935785938136,True,0
9,0.7339001441757802,True,1
10,0.7089600819419265,True,1
12,0.7326855612167504,True,1
11,0.9065244094656044,True,1
6,0.714748364295985,True,1
5,0.5653169484090186,False,1
4,0.5214958834728515,True,1
3,0.567847067566925,False,0
6,0.6124084773632055,False,0
6,0.7128623350265662,False,1
8,0.7712248449997146,True,1
3,0.5664263407441823,False,1
9,0.6939762765859951,False,0
10,0.6596874000235714,False,0
11,0.9460579033878266,True,1
7,0.5991756618682996,False,0
6,0.6348804398975685,True,0
5,0.6325184025795282,False,0
4,0.5026397913896077,False,0
7,0.5837942947790772,False,0
15,0.7279809611971113,False,1
5,0.5706700902463631,False,0
5,0.5994676372545762,True,0
3,0.5185995842373986,False,0
10,0.7682242665088261,True,1
15,0.762577786927974,False,1
10,0.7428152170966515,False,1
8,0.6941527656521982,True,1
7,0.6955089641233334,True,0
6,0.6978554364310313,True,0
7,0.6334898823880232,False,0
9,0.8121685264041515,True,1
8,0.744875737127158,True,1
7,0.846463030084031,False,1
10,0.6784448736397054,True,1
9,0.7488157531021699,False,1
4,0.5263336093371268,False,0
10,0.904187202970345,True,1
10,0.8965886260971759,True,1
10,0.8582869148343231,True,1
8,0.7679031868103238,True,1
7,0.6149351067198664,True,0
11,0.7222950532384892,True,1
10,0.7793512244754732,False,1
3,0.5647343614162571,False,0
9,0.5098639796422525,False,0
5,0.6636604683608193,False,0
2,0.4042402598992031,False,0
3,0.4919097887555658,False,1
7,0.6706156684368163,True,0
11,0.8378911597275082,True,1
11,0.7536413021959699,False,1
5,0.5586396493745528,False,1
9,0.7741360847973363,False,1
7,0.6541146974944523,False,0
13,0.7809500866098462,False,1
3,0.5080935161760651,False,0
3,0.5981322181087572,True,1
6,0.7670294498593433,True,1
3,0.4967550447292904,False,1
11,1.013341533792638,True,1
9,0.7429639577137267,True,1
14,0.826416218672524,False,1
11,0.7072789292018591,True,1
11,0.8338117405549033,False,1
11,0.8297103792935719,True,1
5,0.4962951658128104,True,1
7,0.6298966226810442,True,0
10,0.8245792841656868,False,1
10,0.7249191940173338,False,1
2,0.5582136142355637,False,1
3,0.6255066676751738,False,1
7,0.6775631941861914,True,0
3,0.5450069664133492,True,0
8,0.6847809218186961,True,1
10,0.9059797044688038,True,1
6,0.5801369315160829,False,0
9,0.6749264756738789,True,0
14,0.8525940695190974,True,1
10,0.8406378255614662,True,1
4,0.5677190809724261,False,1
6,0.6022152593384108,False,1
9,0.7396854586736745,False,1
2,0.4568285515756697,False,0
1,0.4629870696198944,False,1
3,0.550020639648817,False,0
7,0.6041811075057744,False,0
11,0.7477481429057343,False,1
2,0.4441618462988517,False,0
12,0.9218504228190676,True,1
11,0.873239862112777,True,1
11,1.0055234099701478,False,1
19,1.0034331054483914,False,1
11,0.7621734293513143,False,1
4,0.5048520240334713,False,0
4,0.59154646809103,False,0
7,0.7131001925357101,True,1
12,0.8791751582151143,False,1
11,0.7512442732473191,False,1
7,0.5417276231346592,False,1
9,0.8618549606363167,True,1
10,0.6617708458792637,False,1
10,0.8366346523934033,False,1
12,0.7149644042782249,False,1
9,0.8100789722143544,True,1
13,1.092467297926526,True,1
6,0.6070183876802762,True,1
6,0.6054312537966089,False,0
9,0.6492692968088553,False,0
8,0.8057672814267913,True,1
17,0.980703349272004,True,1
5,0.6393936686491227,False,0
4,0.4609719360969036,False,0
12,0.6685409640534214,True,1
8,0.809200874439361,True,1
5,0.6346602173948319,False,1
6,0.6500071816149497,False,0
11,0.5201036258767017,False,0
2,0.5151151601296752,False,0
6,0.6414139610259351,False,1
7,0.7702682871260716,False,1
3,0.444023615197378,False,0
8,0.8089541486315912,True,1
9,0.9420680129182224,True,1
7,0.7537981526039896,False,1
8,0.7008188615527444,True,1
15,0.8490975603975578,True,1
8,0.6211293505211091,False,0
9,0.8316003037503293,True,1
7,0.6919976428889424,True,0
6,0.8041162542584314,True,1
7,0.715220796600536,True,1
4,0.6123758078859449,False,1
3,0.4891905063067684,False,1
6,0.7273547460055604,False,1
15,0.8045080208786095,True,1
6,0.7013764864597087,True,1
8,0.5747082009242641,False,0
6,0.6350130177289204,False,0
5,0.6032208646361069,False,0
9,0.6951979774417871,True,0
10,0.7977792244727729,True,1
1,0.408893659426877,False,0
7,0.7085891969731781,False,1
6,0.5618696585735605,False,1
8,0.8041824822298648,False,1
2,0.383545707677462,False,1
7,0.7519074524200821,True,1
13,1.0391845987655413,True,1
12,0.7797817027208287,True,1
3,0.5567542775577937,False,1
8,0.8459832099273038,True,1
8,0.7127619818610444,False,1
10,0.6413319725412688,False,1
13,0.8332972218577173,True,1
7,0.6642152327906364,False,1
5,0.6376747866462942,False,1
11,0.8338372406979198,True,1
11,0.5939865279498562,False,0
6,0.6378057056493739,True,0
9,0.7625440194590888,True,1
4,0.6039394459437445,True,0
5,0.5516641841671506,False,0
7,0.7420983153537529,True,1
5,0.6271476271874155,False,0
8,0.6638854698069498,False,0
15,0.875328965141734,False,1
6,0.6893288551794362,True,1
6,0.6531011281866134,True,1
7,0.7177207879227129,True,1
10,0.8011426103559119,True,1
7,0.6766868990802543,True,0
8,0.7854563412474689,True,1
15,0.909227169776298,True,1
5,0.6108644524102617,False,0
8,0.6908828490000886,False,1
13,0.8135069759093564,True,1
6,0.7425845382259312,False,1
8,0.5470848725709824,True,0
13,0.96909977374476,True,1
14,0.890006140677193,False,1
8,0.655888350048612,False,1
4,0.4598803101474976,False,1
2,0.5624371741934651,False,0
8,0.7218644122325806,True,1
4,0.5842550057928857,False,0
12,0.6081649765030527,True,0
7,0.8023596271712877,False,1
6,0.6149684366887873,True,1
9,0.7458066241811728,True,1
6,0.600191430014851,False,0
7,0.6232944110407638,False,1
6,0.7143204635765095,True,1
9,0.6593173665306751,True,1
8,0.787792311171071,False,1
6,0.6991273109840561,True,0
4,0.6089205333803204,False,0
12,0.8601345701371946,True,1
11,0.7581354529970769,True,1
10,0.9231434235145272,True,1
16,0.7079593625611688,False,1
0,0.3639229094969263,False,1
10,0.8319899006247917,True,1
7,0.6981183315759996,True,0
9,0.8107243965761549,True,1
2,0.6059724956793373,False,1
8,0.7072119006642583,True,1
11,0.6966442717229516,True,0
9,0.7225743696504795,True,1
9,0.735861041919982,False,1
5,0.5634987946208434,False,0
5,0.6591424391337704,False,1
4,0.4655861052036202,False,0
14,0.8845969421534204,True,1
7,0.6998656773624449,True,0
19,0.9861881733671004,True,1
9,0.7089296049952528,True,1
14,0.9705374556618932,True,1
6,0.7358466408337834,True,1
3,0.4844258316583548,False,0
9,0.8265932575655696,True,1
8,0.8759158137595894,True,1
12,0.8072914363420268,False,1
4,0.5194402457530597,False,0
8,0.6305727377466671,False,0
7,0.6226315030378605,True,1
15,0.9137368287021168,True,1
14,0.959573126014736,True,1
6,0.4409707268466532,False,0
7,0.6674353304393101,True,0
9,0.7416936040531588,True,1
6,0.6389380213255584,False,0
8,0.7256278831223104,False,1
8,0.6956578051884741,False,0
8,0.649611274532466,False,0
6,0.6814289020626374,True,1
8,0.7525106282800487,False,1
4,0.5104531554826691,False,0
6,0.7971468664289029,False,1
12,0.8434222149161785,True,1
7,0.6864421157236616,False,0
11,0.7753470952619234,True,1
6,0.543876526482611,False,0
7,0.6180617437578984,True,0
7,0.6936755448184563,False,0
8,0.6873080249054142,False,0
12,0.8660859507716981,True,1
15,0.7641596020265198,True,1
12,0.9136193445640776,True,1
9,0.7024157862136734,True,1
6,0.7776335491315531,False,1
13,0.919865126684632,True,1
7,0.7920481002761629,True,1
19,0.9206989592147786,True,1
12,0.663816064535495,True,0
2,0.5456178915209915,False,0
4,0.459726901052591,False,0
7,0.7905218729386455,True,1
12,0.755028020124355,False,1
5,0.6659227368466849,False,1
10,0.8709269896180418,True,1
4,0.6531058690159638,False,1
10,0.7726145200055803,True,1
9,0.787184756045722,True,1
11,0.9273063513113528,True,1
10,0.849436112045429,True,1
11,0.7453503068025787,False,1
7,0.882503448414524,True,1
2,0.568311821025918,False,1
9,0.5950826731798349,False,0
8,0.7935114786719611,True,1
3,0.4228144939493276,False,0
9,0.6971458806414499,True,1
9,0.6774732361123232,True,1
6,0.6768451664932748,False,0
8,0.500880813195245,True,0
6,0.7238085275542934,True,1
4,0.5454652387395007,True,1
9,0.6846126628144699,False,0
5,0.729304278408754,True,1
11,0.8427157535964297,False,1
5,0.6202902980147185,False,0
9,0.6431635507459085,True,0
9,0.6950294927630308,True,0
10,0.8502548573132505,True,1
11,0.7610502491889997,False,1
3,0.4752058043505204,False,1
6,0.6694984009689507,False,0
15,0.910239731786478,True,1
11,0.92468939054988,True,1
10,0.6483524184712152,False,0
5,0.6555647969630092,False,0
9,0.716968707425375,True,1
7,0.6663610932687394,True,0
2,0.4644863773111652,False,0
12,0.8078513458272609,False,1
16,0.7391000081499414,True,1
5,0.6948002975170191,True,1
11,0.8635086909077372,True,1
7,0.5794469817594463,False,0
5,0.5456211380368374,False,1
8,0.7006372818813276,True,1
14,0.7577343757551922,False,1
8,0.8076996872954686,True,1
9,0.7240410112554588,True,1
3,0.4439411449084334,False,0
10,0.8034249897272072,True,1
5,0.5625199051486504,True,1
7,0.8229290927510126,True,1
5,0.602271994968857,False,0
3,0.5819004381655379,False,0
7,0.6654450663068909,False,0
2,0.4604761220331115,False,1
9,0.8188300948233488,True,1
11,0.6811431874345587,False,1
8,0.7300689500157349,True,1
3,0.5459125919689088,False,0
3,0.4849869656064813,False,0
6,0.6680737821844563,False,1
2,0.4921263948195976,False,0
8,0.8289765535604328,True,1
10,0.7458313193493306,True,1
6,0.4723160571902612,False,1
10,0.8991924926709146,True,1
4,0.5430561976792259,False,0
4,0.5375079747686965,False,1
6,0.5867470905517193,False,0
6,0.572325033716185,False,0
10,0.9118724436353738,True,1
2,0.5425026580807683,False,0
2,0.492224033484931,False,0
3,0.6145795395128182,False,0
11,0.9423329077476844,False,1
11,0.8003493570948643,True,1
5,0.6972748909825784,False,0
10,0.9302140685326864,True,1
9,0.8805582681794542,True,1
2,0.4696765973328384,False,0
8,0.7448784066531862,True,1
6,0.6906928552091023,True,0
5,0.5772631115586079,False,0
14,0.7900039647499599,True,1
9,0.73736653812381,False,1
11,0.8506052745621092,False,1
6,0.4859278843268182,False,0
10,0.971677373432962,True,1
9,0.8435464824508708,True,1
5,0.5445387061114164,True,1
6,0.5747507417504447,True,0
8,0.677371027895371,True,1
13,0.8169486081809071,True,1
6,0.5910528076818541,False,0
5,0.645033513397859,True,1
3,0.6564914766432194,False,0
3,0.4384075351677705,False,0
4,0.7074579614404795,True,1
9,0.8372164065219688,True,1
9,0.7040849642648408,False,1
11,0.8358764424701896,True,1
6,0.6166888783376053,False,0
11,0.8987541445706932,False,1
6,0.5611313170841226,False,0
4,0.5311157389103717,False,0
13,0.8215621578678359,True,1
5,0.5376503378561437,True,1
9,0.6070320319669329,False,1
13,0.9130671012898676,True,1
8,0.7092351952203126,True,1
8,0.7176041091224434,True,1
4,0.5146287572221695,False,1
12,0.7642152590668315,True,1
12,0.9647819800618752,True,1
5,0.5539538173365763,True,1
10,0.9167810118137892,True,1
7,0.7300376598148958,True,1
12,0.8905679315687828,True,1
10,0.6794354897069512,True,1
17,0.7050966481308031,False,1
9,0.6886916156964613,False,0
6,0.5417413959725578,True,0
1,0.4360905106614479,False,0
10,0.8327769211851064,False,1
2,0.5380265664793128,False,0
1,0.5410257086400114,False,0
6,0.7015390041064666,True,1
13,0.7286965652753429,True,1
16,0.9126106257107784,False,1
2,0.4156421371155028,False,0
7,0.6765114277680156,True,0
10,0.6389912144725907,False,0
4,0.6145285212808164,False,0
10,0.6829714851195593,False,1
9,0.8915837250406221,True,1
6,0.5686925211286017,False,1
5,0.6960833755861768,False,1
8,0.5982385280665699,True,0
7,0.6364692861868095,False,0
9,0.6744542741901397,True,0
16,0.8473202392481666,False,1
13,0.879926479253141,True,1
3,0.500236995242205,False,0
7,0.8355562108539082,False,1
6,0.6849218586136072,True,0
2,0.3528139764921111,False,1
9,0.5991192959634493,True,0
16,0.7870652557544214,False,1
8,0.7742251123420626,True,1
11,0.8563153790168188,False,1
6,0.6977036036769786,True,1
14,0.7979507028146517,False,1
11,0.6967349805513579,True,1
7,0.6299441122180791,False,0
8,0.8169819192517342,False,1
6,0.5548365458767993,False,0
4,0.5778892598857275,False,0
9,0.7763195039838775,False,1
5,0.5230244381107054,False,0
10,0.7786110958138658,True,1
3,0.6293022523107431,False,0
10,0.7482257522431415,True,1
8,0.6702736079280485,True,0
11,0.9139503020985662,True,1
4,0.553970729290467,False,0
8,0.6685551847919048,True,0
10,0.934028548273338,True,1
7,0.5266268331811286,False,0
9,0.7318634920585063,False,1
16,0.9206690651484478,True,1
3,0.4108428708552876,False,1
7,0.6446147514911695,True,1
12,0.9429202141497904,True,1
6,0.5314794962322633,True,0
14,0.9074589322866418,True,1
8,0.5514948446452435,True,0
7,0.551752048615234,True,1
11,0.9343830008628136,False,1
4,0.6407017219823684,False,0
6,0.6727624506539656,False,0
5,0.5103755386745387,False,0
4,0.6414449677547924,False,0
2,0.5642778973150944,False,0
9,0.7848927110875781,True,1
3,0.5034896221169007,False,1
10,0.766596885811737,False,1
11,0.8772633377420295,True,1
6,0.5993817642562606,False,0
10,0.920825336855298,True,1
4,0.5942069400998728,False,0
16,0.9602093455902676,False,1
1,0.4819395252858469,False,0
7,0.7170826700013154,False,1
7,0.7003445339415216,True,1
5,0.5986038067778008,False,1
11,0.8646047912726761,True,1
8,0.5318447496554045,False,0
7,0.7060120768905008,True,1
19,1.0607543566820583,False,1
3,0.4374331520122141,False,1
3,0.5656115533214677,False,0
3,0.6014055110310829,False,1
13,0.7729738514096597,True,1
10,0.8923489598884019,True,1
10,0.8767127767845907,True,1
5,0.6226736590384726,True,1
13,0.8406785213111162,False,1
4,0.4613826533459474,True,0
10,0.4934504838795998,False,0
11,0.8392452088319126,True,1
10,0.7664199031451367,True,1
9,0.8334427253827066,True,1
9,0.7702458643165125,True,1
11,0.8942545762308363,True,1
10,0.925365121105333,True,1
2,0.4278954653855098,False,0
13,0.7812768702694347,True,1
11,0.6713021868941306,False,0
7,0.5956531173165577,False,0
4,0.533423317417054,False,0
5,0.5069794140907399,True,0
13,0.6548801808201533,True,1
7,0.5302890127571234,False,0
5,0.5279415138083348,False,0
2,0.4520313693566001,False,1
8,0.723694514682208,True,1
10,0.864548997781867,True,1
14,0.913755010464398,True,1
11,0.8370158162074836,True,1
8,0.6427220930969002,True,0
9,0.6736099989167118,False,0
8,0.7248242352674673,True,1
6,0.577959888558179,True,1
8,0.6448063047213284,True,0
5,0.6262120711047993,False,0
12,0.8820599809747857,True,1
6,0.6847893566735657,False,1
11,0.7979375486640804,False,1
9,0.8342401438983723,True,1
5,0.5631342249779232,False,0
8,0.7477619778640642,True,1
8,0.7109354326281372,False,1
7,0.6961635908954591,True,0
7,0.7331684335244352,True,1
11,0.8601797769154497,True,1
9,0.6805165286711982,False,0
18,0.7418601154682556,True,1
5,0.6147276020228686,False,1
4,0.5514265085176315,False,0
17,0.8535811126406622,True,1
5,0.5694232838194805,True,1
10,0.5701366160299641,True,0
5,0.6327109512912327,False,1
4,0.6530047557077239,False,1
8,0.7077972223679042,False,1
12,0.8691220480316701,True,1
8,0.7434199872860101,True,1
1,0.4670872498160925,False,0
2,0.4485878004325317,False,0
4,0.5315190425069851,False,1
10,0.6618184116998211,False,0
13,0.805620132031035,True,1
3,0.5271647343811872,False,0
9,0.8061231656333742,False,1
8,0.8142668193737943,True,1
8,0.7634075497015851,True,1
8,0.5302257465361961,False,1
8,0.5045396113572845,False,1
4,0.5245983957426599,False,0
3,0.480787689530763,False,0
5,0.6241835689580363,False,0
7,0.5608640357575776,True,1
2,0.5310530389614873,False,1
8,0.8402466570125808,True,1
8,0.6058596795226848,False,0
6,0.6367618341694418,True,0
5,0.6551829244095199,False,0
9,0.8926293941296221,True,1
8,0.8686791989503195,True,1
12,0.8810377598104,True,1
1,0.3905887271274505,False,0
10,0.8628188110218296,True,1
4,0.4817550558437283,False,1
2,0.5392882673128035,False,0
10,0.9784236362560694,False,1
8,0.5973071024565191,False,0
4,0.5600570744153267,False,0
13,0.7829241688429511,False,1
5,0.6329741971459463,False,0
12,0.8612034202503409,True,1
2,0.5119769485254341,False,1
7,0.6207545980657057,False,0
6,0.667087530359208,False,1
9,0.7981896216632177,True,1
5,0.5969758278949666,True,1
10,0.6975359259408328,False,1
3,0.554213429882782,False,1
7,0.7174614109602999,True,1
7,0.6558449417245498,True,1
7,0.8009125731902851,True,1
10,0.918454239188504,True,1
8,0.813579506525479,False,1
12,0.561807097795753,True,0
8,0.6560924887171734,True,1
12,0.8003819944786905,True,1
10,0.8102333100174759,True,1
10,0.7724480043783659,True,1
14,0.9801712036482746,True,1
14,0.8317979976981461,True,1
8,0.6495208645428923,False,0
11,0.8028862267261412,True,1
9,0.7726512144359667,True,1
7,0.6880066798153619,False,0
13,1.000329777847092,True,1
5,0.6187960519379362,True,0
9,0.7853704626785071,True,1
14,0.7758751684022014,False,1
9,0.7835879550166542,True,1
4,0.5191401924507015,False,0
9,0.7829349969178664,True,1
4,0.6088370513491632,False,0
4,0.5818752107867957,False,0
8,0.7151068217330997,True,1
9,0.7891276228262084,False,1
6,0.6003540681563752,True,1
7,0.6669078099218949,True,0
17,0.905141780615625,True,1
9,0.8380312615518962,True,1
1,0.4555834378565659,False,1
8,0.7014944795803062,False,1
11,0.9832047229306496,True,1
5,0.5097826837835633,False,0
2,0.4770118249860938,False,1
4,0.571449920028076,False,0
4,0.5296598226705629,False,0
8,0.7772746779677987,True,1
8,0.7670339461197275,True,1
9,0.5864875893492828,True,0
8,0.7049497419497148,False,1
6,0.6638132669449609,True,1
11,0.92940647566058,True,1
7,0.6922518792577548,False,0
10,0.961564144461775,True,1
6,0.6932493864548461,False,0
5,0.4536768288841303,False,1
9,0.68436657461636,False,0
7,0.5328595266166407,True,0
5,0.6262732743081016,False,1
12,0.9257757795125372,True,1
12,0.9362575478483134,True,1
9,0.8318326068327795,True,1
7,0.6346262597910117,False,0
6,0.5665580798854746,False,1
6,0.6854912615672951,True,0
8,0.7594434695085874,True,1
11,0.7612752963622196,True,1
10,0.547886006514292,False,0
4,0.4748177296937166,False,0
4,0.5527136724001893,False,0
7,0.6989177130732844,False,1
10,0.6503512708212936,False,0
3,0.5302915111713162,False,1
8,0.5644439114152486,False,0
8,0.7170278494657393,True,1
12,0.8645464796616171,True,1
4,0.498374409559797,True,1
6,0.5743755265873146,False,0
8,0.6536079469920422,True,0
5,0.5391009956967406,False,1
6,0.5892574081001117,False,1
10,0.8750284361962543,True,1
5,0.6066730873375795,False,0
0,0.4945589167499755,False,0
7,0.5486848221366659,False,0
12,0.869683351721593,True,1
5,0.6263544784897974,False,0
8,0.8266410892965858,True,1
4,0.5936578177958658,True,0
7,0.6693187526089432,False,0
9,0.7917113747383775,True,1
9,0.8323195583821777,True,1
10,0.8392927138099803,True,1
8,0.7328337499859773,True,1
7,0.5832481206380558,False,1
15,0.7353687259470544,True,1
9,0.5455352000626036,False,1
5,0.5575570050387211,False,0
9,0.7507344595484882,True,1
9,0.8748006044254987,False,1
7,0.6846261947221002,True,0
8,0.659892299540694,True,0
8,0.6423661451711732,False,0
12,0.880945511315866,True,1
11,0.6892803705462707,False,0
3,0.5057075724107821,False,1
14,0.826254969371975,True,1
12,0.8879687108120077,False,1
2,0.5027124366986611,False,0
7,0.6095140361253867,False,0
4,0.5881931615521637,False,1
14,0.5808924593162382,False,0
14,0.9189864358901996,True,1
3,0.5572243645436232,False,0
3,0.5957794877078048,False,1
8,0.8070581743335171,True,1
8,0.6819997256922701,False,0
6,0.6100926409800338,False,1
3,0.4971719068044895,False,0
